team,draft_year_start,draft_year_end,total_picks,draft_capital,players_still_on_team,starter_with_drafting_team_count,starter_with_any_team_count,starter_seasons_with_any_team,avg_starter_years_any_team,first_team_all_pro_count,second_team_all_pro_count,top5_award_finish_count,top5_mvp_finish_count,retention_score,starter_score,snap_share_score,starter_longevity_score,star_score,premium_picks,premium_bust_count,premium_bust_rate,premium_draft_capital,premium_raw_score,premium_bust_adjusted_raw_score,premium_bust_adjusted_draft_capital,premium_pick_score,premium_pick_dei,late_round_picks,late_round_draft_capital,late_round_raw_score,late_round_score,late_round_dei,bust_penalty_points,missing_premium_pick_count,missing_premium_pick_cost,missing_pick_penalty_points,raw_score,team_score,draft_efficiency_index,bust_adjusted_raw_score,bust_adjusted_draft_capital,bust_adjusted_team_score,bust_adjusted_dei,rank
TB,2022,2025,29,100.5,25,17,17,36,1.2413793103448276,0,0,1,0,0.17327213018351828,0.44637526251519677,0.22153846060847154,0.10301861841918926,0.009950248756218905,13,1,0.07692307692307693,74.0,60.39247651656251,57.12470956359614,82.0,0.6966427995560505,126.00985393042392,16,26.5,35.50007289193826,1.3396253921486136,135.45266499157012,-1.7677669529663687,1,8.0,-1.5,95.89254940850077,0.9541547204825948,124.7362743811915,92.6247824555344,108.5,0.8536846309265843,127.82968491621618,1
LAC,2022,2025,33,99.0,24,17,17,29,0.8787878787878788,0,0,0,0,0.18016665468943394,0.46674916217688034,0.20040626340737017,0.07078860292432093,0.0,11,2,0.18181818181818182,66.0,45.081576640138124,43.37446985895157,72.0,0.6024231924854385,108.96726204270784,22,33.0,45.81138099646441,1.3882236665595276,140.36655048637394,-1.2071067811865475,1,6.0,-0.5,90.89295763660253,0.9181106831980054,120.02425144819964,89.18585085541598,105.0,0.8493890557658664,127.18647078369456,2
GB,2022,2025,43,133.0,33,21,21,45,1.0465116279069768,0,0,0,0,0.16904333221199952,0.38706403034807735,0.19328914026268368,0.09566627548219248,0.0,16,2,0.125,96.0,61.950005602252354,60.535792039879254,96.0,0.6305811670820756,114.06052112492326,27,37.0,50.443343912306396,1.3633336192515242,137.84985943274444,-1.414213562373095,0,0.0,0.0,112.39334951455875,0.845062778304953,110.47472733841751,110.97913595218566,133.0,0.8344295936254561,124.94645935248352,3
TEN,2022,2025,31,105.5,18,16,17,30,0.967741935483871,1,0,0,0,0.13997710628911483,0.43668567634129346,0.17884370796399443,0.07038829296986943,0.02843601895734597,12,0,0.0,72.0,46.551862211174615,46.19830882058134,76.0,0.6078724844813334,109.95293861736637,19,33.5,43.58003745485609,1.3008966404434654,131.53671008282862,0.0,1,4.0,-0.35355339059327373,90.1318996660307,0.8543308025216181,111.68633252869182,89.77834627543743,109.5,0.819893573291666,122.76985357572578,4
NYG,2022,2025,31,115.0,26,18,18,36,1.1612903225806452,0,0,3,0,0.15697427620763293,0.3991197041630665,0.19899673554938932,0.08815502783917124,0.02354005896683954,14,0,0.0,86.0,65.37765076368804,64.37765076368804,92.0,0.6997570735183483,126.57316874159909,17,29.0,34.30271654981341,1.1828522948211522,119.60096946799672,0.0,1,6.0,-1.0,99.68036731350145,0.8667858027260995,113.31456984657484,98.68036731350145,121.0,0.8155402257314169,122.11798867527254,5
NE,2022,2025,41,123.0,20,17,19,29,0.7073170731707317,1,0,3,1,0.13421196495534773,0.3900598563022858,0.17425650558236497,0.03805026823203141,0.0365167791183961,13,0,0.0,76.0,53.32346359667691,53.32346359667691,76.0,0.7016245210089067,126.91095560404563,28,47.0,41.76726742874549,0.8886652644413934,89.85502892040692,0.0,0,0.0,0.0,95.0907310254224,0.7730953741904261,101.06645667389537,95.0907310254224,123.0,0.7730953741904261,115.76234889655075,6
CIN,2022,2025,30,103.0,25,14,14,27,0.9,0,0,0,0,0.17182821489145397,0.3612025207115038,0.17700851603327247,0.07163412793699854,0.0,13,2,0.15384615384615385,76.0,51.44515882274224,50.030945260369144,76.0,0.6583019113206466,119.07469328685622,17,27.0,29.067199273300325,1.0765629360481601,108.85380314043452,-1.414213562373095,0,0.0,0.0,80.51235809604256,0.7816733795732288,102.18785597120372,79.09814453366947,103.0,0.7679431508123249,114.99086131532793,7
SEA,2022,2025,38,127.0,30,16,16,40,1.0526315789473684,1,0,4,0,0.17050658314527356,0.3152148563624495,0.19221100857919976,0.10160046617238724,0.03454134918069393,14,1,0.07142857142857142,88.0,65.59665656724636,63.893767870278445,98.0,0.6519772231661066,117.93067366730806,24,39.0,37.79077488963415,0.9689942279393372,97.97727880129003,-0.7071067811865475,2,10.0,-0.9957819157813603,103.3874314568805,0.814074263440004,106.42361087912371,101.68454275991259,137.0,0.7422229398533765,111.1395486130102,8
LA,2022,2025,38,88.0,27,16,17,35,0.9210526315789473,1,0,5,0,0.20708238818411467,0.4478722232574439,0.24235680755301442,0.11837385445878734,0.05543539974444147,10,1,0.1,50.0,38.256597382052696,30.81743979329727,80.0,0.3852179974162159,69.67884203600707,28,38.0,56.00202185935386,1.4737374173514173,149.0130463695316,-0.7071067811865475,4,30.0,-6.732050807568878,94.25861924140656,1.0711206731978018,140.027187749793,86.81946165265113,118.0,0.7357581495987384,110.17151888474527,9
BAL,2022,2025,37,120.0,28,14,16,30,0.8108108108108109,3,0,0,0,0.17126701469898156,0.3254096591242137,0.16384668194152754,0.06596334947699482,0.0375,12,1,0.08333333333333333,74.0,53.19748062794031,51.91302357756414,80.0,0.6489127947195518,117.3763749920376,25,46.0,38.48092400106581,0.8365418261101263,84.5847058346598,-0.7071067811865475,1,6.0,-0.5773502691896258,91.67840462900611,0.7639867052417176,99.87568393563456,90.39394757862995,126.0,0.7174122823700789,107.42443132758862,10
HOU,2022,2025,36,122.0,27,17,19,36,1.0,3,0,3,0,0.16449630837559703,0.37559558841640905,0.1935543646833196,0.0795546348090203,0.052984439468342255,16,1,0.0625,94.0,73.10702712849839,66.21793983197237,110.0,0.6019812711997489,108.88732662000056,20,28.0,32.56758383332958,1.163127994047485,117.60659916078467,-1.7677669529663687,2,16.0,-5.121320343559642,105.67461096182797,0.8661853357526883,113.23607103339035,98.78552366530195,138.0,0.7158371280094344,107.18856965417764,11
DAL,2022,2025,34,106.0,21,12,12,22,0.6470588235294118,1,0,1,0,0.1499749172216843,0.3044873245566923,0.17727311684524674,0.05107748643748203,0.018867924528301886,13,0,0.0,76.0,44.19508476546324,44.19508476546324,76.0,0.5815142732297796,105.18522358206826,21,30.0,30.18307681101393,1.006102560367131,101.72938931680955,0.0,0,0.0,0.0,74.37816157647717,0.7016807695894073,91.73045327412025,74.37816157647717,106.0,0.7016807695894073,105.06881398465251,12
PIT,2022,2025,28,97.0,23,13,13,26,0.9285714285714286,0,0,1,0,0.17303188217986254,0.3387702462141987,0.17487767047301717,0.07433424699688039,0.005952064630820885,13,2,0.15384615384615385,76.0,52.534313828101176,50.32720704691462,82.0,0.6137464274013978,111.01542672436277,15,21.0,21.861398889892456,1.0410189947567836,105.25987188141376,-1.2071067811865475,1,6.0,-1.0,74.39571271799363,0.7669661104947797,100.2651804220647,72.18860593680708,103.0,0.700860251813661,104.94595066377022,13
KC,2022,2025,31,114.0,25,16,16,29,0.9354838709677419,1,0,0,0,0.1539652786305069,0.3457323210922288,0.1684546914838226,0.05951278114365064,0.013157894736842105,14,1,0.07142857142857142,86.0,55.927803169630316,53.264848702278535,90.0,0.5918316522475393,107.05144745433283,17,28.0,28.526015078293504,1.0187862527961966,103.01186720317953,-2.3094010767585034,1,4.0,-0.35355339059327373,84.45381824792382,0.7408229670870511,96.8474974831343,81.79086378057204,118.0,0.6931429133946783,103.79036591648524,14
PHI,2022,2025,31,104.5,26,13,13,22,0.7096774193548387,2,0,3,0,0.1845367710186284,0.32270704001217787,0.15865307115403376,0.04924654899466002,0.059657459508918716,12,1,0.08333333333333333,74.0,60.349148452636285,58.69444791425704,84.0,0.6987434275506791,126.38981885209395,19,30.5,20.617544624303466,0.675985069649294,68.35043566295079,-0.5773502691896258,2,10.0,-1.0773502691896257,80.96669307693975,0.7748008906884186,101.28941818033495,79.3119925385605,114.5,0.6926811575420131,103.72122316397915,15
