team,draft_year_start,draft_year_end,total_picks,draft_capital,players_still_on_team,starter_with_drafting_team_count,starter_with_any_team_count,starter_seasons_with_any_team,avg_starter_years_any_team,first_team_all_pro_count,second_team_all_pro_count,top5_award_finish_count,top5_mvp_finish_count,retention_score,starter_score,snap_share_score,starter_longevity_score,star_score,premium_picks,premium_bust_count,premium_bust_rate,premium_draft_capital,premium_raw_score,premium_bust_adjusted_raw_score,premium_bust_adjusted_draft_capital,premium_pick_score,premium_pick_dei,late_round_picks,late_round_draft_capital,late_round_raw_score,late_round_score,late_round_dei,bust_penalty_points,missing_premium_pick_count,missing_premium_pick_cost,missing_pick_penalty_points,raw_score,team_score,draft_efficiency_index,bust_adjusted_raw_score,bust_adjusted_draft_capital,bust_adjusted_team_score,bust_adjusted_dei,rank
BAL,2018,2025,75,256.0,35,33,40,124,1.6533333333333333,8,0,3,2,0.09120326871094221,0.282732704648518,0.19169639743451536,0.09333299700042333,0.04605409145057747,29,1,0.034482758620689655,168.0,115.34108037436609,112.87789186488746,192.0,0.5879056867962889,111.74300908230434,46,88.0,65.14390119234787,0.7402716044584985,86.18612883064453,-0.7071067811865475,4,24.0,-1.7560817282920849,180.48498156671394,0.7050194592449763,100.49153570128632,178.02179305723533,280.0,0.6357921180615548,103.90316341498657,11
PHI,2018,2025,60,199.0,34,27,29,82,1.3666666666666667,2,0,4,1,0.11307984980228183,0.2892745079775994,0.19301746439423084,0.09517461795267859,0.035430658792008705,22,1,0.045454545454545456,136.0,95.92921328452987,92.84809364256955,162.0,0.5731363805096886,108.93581268399028,38,63.0,48.540229400311205,0.7704798317509715,89.70312199030913,-0.5773502691896258,5,26.0,-2.5037693727706976,144.46944268484108,0.7259770989187995,103.47878005019001,141.38832304288076,225.0,0.6283925468572478,102.69390203190112,12
PIT,2018,2025,59,193.5,27,28,30,80,1.3559322033898304,0,0,1,0,0.09529881882947659,0.30063105178985805,0.19939213641012107,0.10431323636772823,0.002983722321393415,25,3,0.12,142.0,96.31290773848083,92.12512713988424,162.0,0.5686736243202731,108.08757832156479,34,51.5,39.64386212806388,0.7697837306420171,89.62207841185202,-1.5850712541957748,3,20.0,-2.6027093444008162,135.9567698665447,0.7026189657185773,100.14937595272112,131.76898926794811,213.5,0.6171849614423799,100.86232289499887,13
IND,2018,2025,74,228.5,34,32,33,106,1.4324324324324325,7,0,0,0,0.094805942317395,0.2804098417708264,0.2109578138739557,0.10820356041592151,0.03321096674866747,27,2,0.07407407407407407,156.0,108.82366859512985,103.1197356291409,188.0,0.5485092320698984,104.25493999712293,47,72.5,57.430217996336204,0.7921409378804993,92.22501648450543,-1.444911182523068,5,32.0,-4.259021783465887,166.25388659146606,0.7275881251267661,103.70841129734306,160.5499536254771,260.5,0.6163146012494322,100.72008587319768,14
DEN,2018,2025,64,206.5,27,29,31,95,1.484375,5,0,3,0,0.08729165965829482,0.28322254371666633,0.19618211728802237,0.09625655645854525,0.042387091187674954,28,2,0.07142857142857142,152.0,104.18640748441898,99.26165133601008,174.0,0.570469260551782,108.42887421346104,36,54.5,41.4662959714316,0.7608494673657175,88.58190672202839,-0.985598559653489,3,22.0,-3.939157588755425,145.65270345585057,0.7053399683092038,100.53722018225778,140.72794730744167,228.5,0.6158772311047775,100.64860945768085,15
ATL,2018,2025,55,209.0,26,31,32,84,1.5272727272727273,1,0,4,0,0.08046953652746083,0.3087110396323965,0.18243527019772496,0.0798902483411291,0.023381585387311624,25,2,0.08,154.0,96.37009228474011,93.59603879403971,170.0,0.5505649340825866,104.64566649260233,30,55.0,44.6814328532387,0.8123896882407036,94.58247744436582,-1.2071067811865475,3,16.0,-1.5669467095138407,141.0515251379788,0.6748876800860231,96.19663472885361,138.27747164727842,225.0,0.6145665406545707,100.43441226937738,16
KC,2018,2025,55,195.0,32,29,30,76,1.3818181818181818,3,0,0,0,0.10518433906358267,0.3144535838793559,0.1983960559449944,0.0997439362619048,0.021452726015383325,25,2,0.08,146.0,90.35652082326574,83.58021179026333,178.0,0.4695517516306929,89.24752188230006,30,49.0,53.79345420395237,1.097825595999028,127.81435581277363,-2.6629544673517773,5,32.0,-4.11335456565063,144.14997502721812,0.7392306411652211,105.36790352949244,137.37366599421568,227.0,0.6051703347762806,98.89885451847377,17
WAS,2018,2025,65,217.0,21,32,35,89,1.3692307692307693,0,0,1,0,0.06653225733859008,0.3161983844936072,0.19342469285660352,0.07899801909044893,0.003258556595329712,26,3,0.11538461538461539,156.0,90.58645994421849,86.07124648210622,172.0,0.5004142237331757,95.11354015343318,39,61.0,52.288924607065255,0.8571954853617255,99.7989928149059,-3.2290006986391786,3,16.0,-1.2862127634730902,142.87538455128373,0.6584119103745794,93.84822380422918,138.36017108917147,233.0,0.59382047677756,97.04402474490966,18
SEA,2018,2025,69,226.5,31,29,31,86,1.2463768115942029,3,0,4,0,0.09716507483462701,0.2735348511559989,0.19277480432445943,0.090741510493381,0.029457644102073022,24,2,0.08333333333333333,148.0,92.77340377564833,88.03368011508739,176.0,0.5001913642902692,95.07118134433834,45,78.5,62.07873115658884,0.7908118618673737,92.07027879660403,-1.8251407699364424,5,28.0,-2.914582890624487,154.85213493223716,0.6836738849105394,97.44899621224765,150.11241127167625,254.5,0.5898326572560952,96.39232263719636,19
CAR,2018,2025,59,204.5,23,27,28,81,1.3728813559322033,0,0,1,0,0.08114642492891068,0.27590690930810297,0.17717915893687752,0.09322094555186514,0.004889975550122249,24,3,0.125,144.0,86.32345590480018,82.99801141600861,154.0,0.5389481260779779,102.43766423727433,35,60.5,42.990772314616976,0.7105912779275533,82.73059652233344,-2.6213203435596424,2,10.0,-0.7041241452319316,129.31422821941715,0.6323434142758785,90.13249202969503,125.98878373062558,214.5,0.5873602971124736,95.9882817050649,20
NE,2018,2025,78,242.0,24,30,33,73,0.9358974358974359,3,0,3,1,0.07528510521254303,0.28591430507590315,0.16978040773005693,0.0598839463417527,0.0276285843899596,29,2,0.06896551724137931,166.0,84.71566754984387,82.48896791464645,178.0,0.46342116805981154,88.08228420723366,49,76.0,64.95948084770826,0.8547300111540561,99.51194995602674,-0.8251780685091852,2,12.0,-1.401521566688226,149.67514839755214,0.6184923487502154,88.15819922469407,147.44844876235473,254.0,0.5805057037887982,94.8680823348296,21
ARI,2018,2025,66,214.0,29,28,28,72,1.0909090909090908,2,0,0,0,0.0968324991358795,0.29975285777893657,0.16697780069571527,0.07233392000816023,0.012307913173026548,28,3,0.10714285714285714,160.0,96.24900059020642,91.96512753828296,178.0,0.5166580198779941,98.2009922752741,38,54.0,42.46686743922127,0.7864234710966902,91.5593603579615,-2.1520179637096155,3,18.0,-2.1318550882138423,138.7158680294277,0.6482049907917182,92.39335754456636,134.43199497750422,232.0,0.5794482542133802,94.69527057306578,22
LV,2018,2025,66,238.5,24,35,35,91,1.378787878787879,2,0,2,0,0.07434286466658384,0.3018491886638242,0.17454141539566667,0.07591264959053104,0.018198260028440667,30,2,0.06666666666666667,172.0,104.68938751215588,101.10655842553392,196.0,0.5158497878853772,98.04737192949422,36,66.5,49.1059967231377,0.7384360409494392,85.97242333104707,-0.985598559653489,4,24.0,-2.5972305269684766,153.79538423529357,0.6448443783450464,91.91434508436478,150.2125551486716,262.5,0.5722383053282728,93.51699787049276,23
NO,2018,2025,50,173.0,27,20,22,67,1.34,1,0,2,0,0.1107721698158017,0.280497004055947,0.18865409345422537,0.09291005608718646,0.015219613652343656,21,2,0.09523809523809523,128.0,87.25584573965938,82.54688907031297,160.0,0.5159180566894561,98.06034775498046,29,45.0,31.777312372672846,0.7061624971705077,82.21497567913141,-2.0207259421636903,6,32.0,-2.688230727182706,119.03315811233223,0.6880529370655042,98.07317426889264,114.32420144298584,205.0,0.5576790314291992,91.13767517654182,24
CHI,2018,2025,60,191.0,26,29,29,88,1.4666666666666666,3,0,0,0,0.09589597959161371,0.31269025681735796,0.2092064965545285,0.10971421003645918,0.016659583849944835,22,2,0.09090909090909091,136.0,87.5079897870247,80.25266582294456,188.0,0.42687588203693916,81.13613566728213,38,55.0,54.62781684130699,0.9932330334783088,115.63716569249081,-1.2071067811865475,9,52.0,-6.048217182893593,142.1358066283317,0.7441665268499041,106.07145110679049,134.88048266425156,243.0,0.5550637146677019,90.71027182074008,25
MIA,2018,2025,55,186.5,21,25,26,87,1.5818181818181818,4,0,2,0,0.08059471704148286,0.28026188390722173,0.20558003038796313,0.10392341348405135,0.028729199778925983,23,2,0.08695652173913043,144.0,94.58989660341446,87.68295225926902,180.0,0.48712751255149456,92.58814003978706,32,42.5,35.79024751441935,0.842123470927514,98.04423338614934,-1.9433756729740645,6,36.0,-4.9635686711713785,130.3801441178338,0.699089244599645,99.64625920723635,123.47319977368838,222.5,0.5549357293199477,90.68935604949245,26
JAX,2018,2025,73,245.5,30,28,31,97,1.3287671232876712,1,0,2,1,0.08321236749014027,0.2267555993100008,0.17473660355146955,0.0932355964327108,0.011142270432644175,29,1,0.034482758620689655,174.0,105.24321608391801,103.24321608391801,186.0,0.555071054214613,105.50214302301809,44,71.5,39.37652225284704,0.5507205909489097,64.11765021830227,-0.5,2,12.0,-1.5,144.61973833676504,0.5890824372169655,83.9661912792959,142.61973833676504,257.5,0.5538630615020002,90.51405727429213,27
HOU,2018,2025,61,199.0,31,29,31,76,1.2459016393442623,3,0,3,0,0.10948821548408011,0.32645257844855063,0.19897291274466836,0.08962073143454694,0.03248292268913445,27,2,0.07407407407407407,148.0,107.18401001663456,95.4891454313348,200.0,0.47744572715667405,90.74792679197539,34,51.0,43.46244478276055,0.8522047996619716,99.21795218322195,-2.1457314259755957,7,52.0,-9.549133159324159,150.64645479939512,0.7570173608009805,107.90317365267438,138.95159021409535,251.0,0.5535919928848421,90.46975838157996,28
LA,2018,2025,75,179.0,28,31,34,85,1.1333333333333333,1,0,5,0,0.10430426679163156,0.35926623212441866,0.2332409876209117,0.096803619189154,0.027253157416261727,21,2,0.09523809523809523,102.0,63.07316317546461,50.111264656953075,170.0,0.29477214504090044,56.0272288911011,54,77.0,83.86225592702098,1.0891202068444283,126.8008307948202,-1.1153550716504106,9,68.0,-11.846543446861117,146.93541910248558,0.8208682631423776,117.0043057534414,133.97352058397405,247.0,0.5424029173440245,88.6412041869719,29
NYJ,2018,2025,59,219.0,21,28,31,80,1.3559322033898304,3,0,3,0,0.06793404042979614,0.2745433880779993,0.1761087875311434,0.07170596385345868,0.02505683474712765,24,2,0.08333333333333333,150.0,85.69391741951021,82.65793958818061,176.0,0.46964738402375344,89.26569869468057,35,69.0,49.067516786545795,0.7111234316890694,82.7925525292524,-1.0850712541957748,5,26.0,-1.9509065771338403,134.761434206056,0.6153490146395252,87.71015702122952,131.72545637472638,245.0,0.537654923978475,87.86527205988286,30
CLE,2018,2025,60,202.5,22,29,32,83,1.3833333333333333,0,0,2,0,0.07680963090986832,0.3254841892979467,0.19478172616108197,0.07933865636805829,0.006684214274534685,26,2,0.07692307692307693,140.0,89.74236697199797,81.02343175596563,184.0,0.44034473780416106,83.6961559326524,34,62.5,48.58506247282877,0.7773609995652603,90.50426202077323,-1.1543203766865053,6,44.0,-7.564614839345827,138.32742944482672,0.68309841701149,97.36697059981391,129.60849422879437,246.5,0.5257951084332428,85.92710340748607,31
MIN,2018,2025,74,223.5,19,28,33,91,1.2297297297297298,4,0,1,1,0.05558323527061905,0.254913699229051,0.17661350620933822,0.0778819509631858,0.02884996348568397,24,5,0.20833333333333334,146.0,73.84662534481038,65.94019742204442,178.0,0.37045054731485627,70.41139387292947,50,77.5,58.87714103297537,0.759705045586779,88.44866740515855,-4.644427190999916,6,32.0,-3.262000731766042,132.72376637778575,0.5938423551578781,84.64465689811253,124.8173384550198,255.5,0.48852187262238667,79.83579305392524,32
