team,draft_year_start,draft_year_end,total_picks,draft_capital,players_still_on_team,starter_with_drafting_team_count,starter_with_any_team_count,starter_seasons_with_any_team,avg_starter_years_any_team,first_team_all_pro_count,second_team_all_pro_count,top5_award_finish_count,top5_mvp_finish_count,retention_score,starter_score,snap_share_score,starter_longevity_score,star_score,premium_picks,premium_bust_count,premium_bust_rate,premium_draft_capital,premium_raw_score,premium_bust_adjusted_raw_score,premium_bust_adjusted_draft_capital,premium_pick_score,premium_pick_dei,late_round_picks,late_round_draft_capital,late_round_raw_score,late_round_score,late_round_dei,bust_penalty_points,missing_premium_pick_count,missing_premium_pick_cost,missing_pick_penalty_points,raw_score,team_score,draft_efficiency_index,bust_adjusted_raw_score,bust_adjusted_draft_capital,bust_adjusted_team_score,bust_adjusted_dei,rank
TEN,2017,2025,64,226.0,21,32,33,107,1.671875,2,0,1,0,0.07016303979138673,0.31028441775866733,0.18856262019704367,0.10029997364564473,0.019963972973614644,28,3,0.10714285714285714,168.0,95.59550778640825,90.90174853286587,182.0,0.49946015677398825,95.12183595194489,36,58.0,60.18042172038844,1.0375934779377316,124.39816883927017,-3.830095834319147,3,14.0,-0.863663419223244,155.7759295067967,0.6892740243663571,99.80586001112016,151.08217025325428,240.0,0.6295090427218928,104.08205449488295,12
IND,2017,2025,82,259.5,35,38,40,132,1.6097560975609757,7,0,3,0,0.08476489846958804,0.28030950100693836,0.21078408112424848,0.10876498479783454,0.03354166078505174,30,2,0.06666666666666667,174.0,116.75862813772049,111.05469517173154,206.0,0.5391004619986968,102.67130423190623,52,85.5,69.60522210693959,0.8140961649934455,97.60284190060662,-1.444911182523068,5,32.0,-4.259021783465887,186.36385024466009,0.7181651261836612,103.98924885446974,180.65991727867112,291.5,0.619759579000587,102.4700931957263,13
KC,2017,2025,61,219.0,34,32,33,94,1.540983606557377,5,0,6,3,0.09670142823774103,0.2982577573354996,0.20015664117010398,0.10251172406881934,0.04245279376788298,28,2,0.07142857142857142,164.0,107.97687783938404,101.20056880638164,196.0,0.5163294326856206,98.33457769747015,33,55.0,54.100717623646226,0.9836494113390223,117.93075819405234,-2.6629544673517773,5,32.0,-4.11335456565063,162.07759546303026,0.7400803445800469,107.16254008852361,155.30128643002786,251.0,0.6187302248208281,102.2999013627878,14
NO,2017,2025,57,208.0,28,26,29,115,2.017543859649123,3,0,6,0,0.09373518611282225,0.27496465561704564,0.21344664270087474,0.11253256267507974,0.02868426199609993,27,2,0.07407407407407407,162.0,117.22401543136414,112.51505876201773,194.0,0.5799745297011223,110.45574170894444,30,46.0,33.23555286183571,0.7225120187355588,86.62272268105163,-2.0207259421636903,6,32.0,-2.688230727182706,150.45956829319985,0.7233633091019224,104.74193805834493,145.75061162385344,240.0,0.6072942150993893,100.40908914842436,15
PHI,2017,2025,68,228.0,34,30,34,98,1.4411764705882353,2,0,5,1,0.09869688645023722,0.27587263342489304,0.19004380912717386,0.09037901596162153,0.032581866546574384,25,1,0.04,154.0,104.3071664639676,101.22604682200728,180.0,0.5623669267889293,107.10238610488871,43,74.0,52.4597537604264,0.7089155913571136,84.99263276183163,-0.5773502691896258,5,26.0,-2.5037693727706976,156.766920224394,0.6875742115105,99.55972962184178,153.68580058243367,254.0,0.6050622070174554,100.04005237365082,16
WAS,2017,2025,75,246.0,21,39,42,111,1.48,0,0,2,0,0.05868902374989451,0.31686334458717924,0.19892638019245906,0.0815416130459109,0.004533963705895978,29,3,0.10344827586206896,174.0,100.24565281955672,95.73043935744445,190.0,0.5038444176707603,95.95681535948547,46,72.0,62.250711199652855,0.8645932111062896,103.65698564938506,-3.2290006986391786,3,16.0,-1.2862127634730902,162.49636401920958,0.6605543252813397,95.64729003007993,157.9811505570973,262.0,0.6029814906759439,99.69602994196468,17
CAR,2017,2025,66,232.0,24,30,31,99,1.5,3,0,7,2,0.0729645570314464,0.2604438058340821,0.18427917227696095,0.09402449726446734,0.029058541481884467,28,4,0.14285714285714285,168.0,104.80172302824892,101.14294520612401,178.0,0.5682187932928315,108.21686996921176,38,64.0,43.85705011396225,0.6852664080306602,82.15730740280739,-2.954653676892976,2,10.0,-0.7041241452319316,148.65877314221117,0.6407705738888413,92.7826320679731,144.99999532008627,242.0,0.5991735343805218,99.06642831949944,18
DEN,2017,2025,72,234.0,28,30,34,107,1.4861111111111112,6,0,4,0,0.07845752586654363,0.26133385446221485,0.19115401438861168,0.09206686143314642,0.04319011846516305,32,4,0.125,174.0,113.06975925414515,107.47833643906958,196.0,0.5483588593830081,104.43455950907722,40,60.0,42.82159640592387,0.7136932734320645,85.56543406991365,-1.6522652263201556,3,22.0,-3.939157588755425,155.89135566006902,0.6662023746156795,96.46511922612025,150.29993284499344,256.0,0.5871091126757556,97.07171543674984,19
ARI,2017,2025,73,240.0,30,31,32,91,1.2465753424657535,4,0,1,0,0.08773120061838145,0.28672407596399624,0.1709837392202108,0.07491441200727621,0.020882741216820454,31,3,0.0967741935483871,178.0,109.81050700424404,105.5266339523206,196.0,0.5384011936342887,102.53812906318963,42,62.0,44.086173562160376,0.7110673155187157,85.25060522526937,-2.1520179637096155,3,18.0,-2.1318550882138423,153.89668056640443,0.6412361690266851,92.85004955580345,149.61280751448095,258.0,0.579894602769306,95.8788794927415,20
ATL,2017,2025,61,230.0,26,33,35,91,1.4918032786885247,1,0,4,0,0.07312231797495354,0.2950171331152356,0.17841830881444828,0.07658142856505498,0.02124674498238317,27,2,0.07407407407407407,166.0,99.91433864074043,96.80695181670671,188.0,0.5149305947697166,98.06816999916762,34,64.0,48.29442605323696,0.7546004070818275,90.46983316907529,-1.2071067811865475,4,22.0,-1.9002800428471742,148.2087646939774,0.6443859334520756,93.30613078938471,145.10137786994366,252.0,0.5757991185315224,95.20173844362039,21
SEA,2017,2025,80,260.5,32,34,37,106,1.325,3,0,4,0,0.08576285137572497,0.26598455708317503,0.19237019210495815,0.09041440355758464,0.025612884411207446,30,3,0.1,176.0,102.88684835292068,96.81379135902642,212.0,0.456668827165219,86.97225729185398,50,84.5,69.08089510983469,0.8175253859152034,98.01397478866203,-2.158474103269776,6,36.0,-3.9145828906244873,171.96774346275538,0.6601448885326502,95.58800419399945,165.8946864688611,296.5,0.5595099037735619,92.50850479158863,22
JAX,2017,2025,80,269.5,31,32,35,114,1.425,1,0,3,1,0.07703884805997316,0.22635188483836188,0.17940622987367183,0.0951366935964026,0.011552474449808432,32,1,0.03125,192.0,116.9451022293236,114.9451022293236,204.0,0.5634563834770765,107.30987236572689,48,77.5,41.92141002618614,0.5409214196927243,64.85163556487915,-0.5,2,12.0,-1.5,158.86651225550972,0.5894861308182179,85.35672050753053,156.86651225550972,281.5,0.5572522637851145,92.13523007691353,23
CHI,2017,2025,65,213.0,26,32,33,104,1.6,5,0,0,0,0.08599123052581323,0.30230284375015043,0.2109272635892853,0.11324920555695009,0.02432854702037307,24,2,0.08333333333333333,150.0,91.86005131275996,84.43806068201314,206.0,0.4098934984563745,78.06392880219151,41,63.0,65.0781549515079,1.0329865865318715,123.8458438033906,-1.2071067811865475,10,56.0,-6.214883849560259,156.93820626426785,0.7367990904425721,106.68741933896864,149.51621563352103,269.0,0.5558223629498923,91.89881247755646,24
HOU,2017,2025,68,225.5,31,33,37,92,1.3529411764705883,3,0,5,0,0.09662152940723699,0.31765290367152216,0.19816137499381303,0.09017527962516558,0.031622032291815615,30,2,0.06666666666666667,166.0,116.7879262910182,105.09306170571844,218.0,0.4820782647051305,91.81146681942471,38,59.5,48.78164226662609,0.8198595338928755,98.29381823447801,-2.1457314259755957,7,52.0,-9.549133159324159,165.5695685576443,0.7342331199895534,106.31587060976463,153.87470397234452,277.5,0.5545034377381785,91.68074341667892,25
LA,2017,2025,83,201.5,28,36,39,112,1.3493975903614457,2,0,7,1,0.092657388365767,0.35223484971184915,0.24403324123262055,0.10543183375446764,0.03413555919360223,24,2,0.08333333333333333,116.0,76.88713456210584,62.92523604359431,192.0,0.32773560439372035,62.4170155996206,59,85.5,90.05417919794294,1.0532652537771106,126.27707445917929,-1.1153550716504106,10,76.0,-12.846543446861117,166.94131376004879,0.8284928722583066,119.96454342645235,152.97941524153725,277.5,0.5512771720415757,91.14731762092411,26
MIA,2017,2025,62,210.0,21,29,30,101,1.6290322580645162,4,0,2,0,0.07157578442017407,0.27429606991442945,0.19920760832080125,0.0994367457846456,0.025514265517950933,26,2,0.07692307692307693,162.0,100.74842052362908,93.84147617948365,198.0,0.4739468493913316,90.26284448579916,36,48.0,39.957979007551195,0.8324578959906499,99.80424906183067,-1.9433756729740645,6,36.0,-4.9635686711713785,140.70639953118027,0.6700304739580013,97.01942235312355,133.79945518703485,246.0,0.54390022433754,89.92762446192283,27
NE,2017,2025,82,254.0,24,31,34,78,0.9512195121951219,3,0,4,1,0.0717283285883284,0.2776558864633933,0.17054257741089685,0.062304127354478295,0.028083980385315677,31,3,0.0967741935483871,174.0,85.34704312344948,81.4536768215854,200.0,0.40726838410792704,77.56397761885596,51,80.0,69.6729415279633,0.8709117690995413,104.41452418521654,-1.1585114018425184,4,26.0,-2.734854900021559,155.01998465141278,0.6103149002024125,88.37269553034368,151.1266183495487,280.0,0.5397379226769596,89.23943592314109,28
CLE,2017,2025,70,243.5,24,34,37,111,1.5857142857142856,5,0,6,0,0.06661444322757701,0.29805837782135886,0.19282506506226624,0.08343358486460699,0.03165136255107412,31,2,0.06451612903225806,174.0,114.50742228718313,105.7884870711508,218.0,0.4852682893172055,92.4190047655792,39,69.5,49.266497676612936,0.7088704701670926,84.98722313510035,-1.1543203766865053,6,44.0,-7.564614839345827,163.77391996379606,0.6725828335268832,97.38900024642086,155.0549847477637,287.5,0.5393216860791781,89.17061600585167,29
LV,2017,2025,75,263.5,24,37,37,94,1.2533333333333334,2,0,4,0,0.06728946194679411,0.28333092281969163,0.16552313817605815,0.06902656645417451,0.019340470447064717,33,3,0.09090909090909091,190.0,108.9297691311266,104.5136067111713,214.0,0.4883813397718285,93.01188303752667,42,73.5,50.358763387710255,0.6851532433702076,82.14373997313774,-1.8189318929868223,4,24.0,-2.5972305269684766,159.28853251883686,0.6045105598437831,87.53223562497757,154.87237009888156,287.5,0.5386865046917619,89.06559609463112,30
NYJ,2017,2025,68,247.0,21,31,34,91,1.338235294117647,4,0,3,0,0.06023301560374639,0.2596153926683476,0.17339472863331504,0.07032499089301261,0.02626496684057067,27,3,0.1111111111111111,168.0,94.4314076839503,91.06209651928735,194.0,0.4693922500994193,89.39542425057874,41,79.0,51.2573666918808,0.6488274264795038,77.78859973866398,-1.418404587529108,5,26.0,-1.9509065771338403,145.6887743758311,0.5898330946389923,85.40696035598117,142.31946321116814,273.0,0.521316715059224,86.19370185895583,31
MIN,2017,2025,85,246.5,19,32,37,102,1.2,4,0,3,1,0.05039696991068299,0.2527648888885446,0.17983376493378342,0.07906673173876413,0.02916652520424975,26,5,0.19230769230769232,156.0,82.42927337654966,73.52284545378372,196.0,0.375116558437672,71.44068500886011,59,90.5,63.30864571009047,0.6995430465203366,83.86894854460202,-4.644427190999916,7,40.0,-4.262000731766042,145.73791908664015,0.591228880676025,85.60906811123225,136.83149116387418,286.5,0.47759682779711754,78.96512310995283,32
