season,award,player_name,team_position,result,rank,votes,source_url
2023,MVP,Lamar Jackson,Baltimore Ravens quarterback,finalist,,,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,MVP,Christian McCaffrey,San Francisco 49ers running back,finalist,,,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,MVP,Dak Prescott,Dallas Cowboys quarterback,finalist,,,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,MVP,Brock Purdy,San Francisco 49ers quarterback,finalist,,,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,DPOY,DaRon Bland,Dallas Cowboys cornerback,finalist,,,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,DPOY,Maxx Crosby,Las Vegas Raiders defensive end,finalist,,,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,DPOY,Myles Garrett,Cleveland Browns defensive end,finalist,,,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,DPOY,Micah Parsons,Dallas Cowboys linebacker,finalist,,,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,DPOY,T.J. Watt,Pittsburgh Steelers linebacker,finalist,,,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,OPOY,Tyreek Hill,Miami Dolphins wide receiver,finalist,,,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,OPOY,Lamar Jackson,Baltimore Ravens quarterback,finalist,,,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,OPOY,CeeDee Lamb,Dallas Cowboys wide receiver,finalist,,,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,OPOY,Christian McCaffrey,San Francisco 49ers running back,finalist,,,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,OPOY,Dak Prescott,Dallas Cowboys quarterback,finalist,,,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,OROY,Jahmyr Gibbs,Detroit Lions running back,finalist,,,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,OROY,Sam LaPorta,Detroit Lions tight end,finalist,,,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,OROY,Puka Nacua,Los Angeles Rams wide receiver,finalist,,,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,OROY,Bijan Robinson,Atlanta Falcons running back,finalist,,,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,OROY,C.J. Stroud,Houston Texans quarterback,finalist,,,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,DROY,Will Anderson,Houston Texans defensive end,finalist,,,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,DROY,Jalen Carter,Philadelphia Eagles defensive tackle,finalist,,,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,DROY,Joey Porter Jr.,Pittsburgh Steelers cornerback,finalist,,,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,DROY,Kobie Turner,Los Angeles Rams defensive tackler,finalist,,,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,DROY,Devon Witherspoon,Seattle Seahawks cornerback,finalist,,,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,CPOY,Joe Flacco,Cleveland Browns quarterback,finalist,,,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,CPOY,Damar Hamlin,Buffalo Bills safety,finalist,,,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,CPOY,Baker Mayfield,Tampa Bay Buccaneers quarterback,finalist,,,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
2023,CPOY,Matthew Stafford,Los Angeles Rams quarterback,finalist,,,https://www.nfl.com/news/nfl-honors-finalists-announced-for-mvp-other-awards-from-2023-season
