team,draft_year_start,draft_year_end,total_picks,draft_capital,players_still_on_team,starter_with_drafting_team_count,starter_with_any_team_count,starter_seasons_with_any_team,avg_starter_years_any_team,first_team_all_pro_count,second_team_all_pro_count,top5_award_finish_count,top5_mvp_finish_count,retention_score,starter_score,snap_share_score,starter_longevity_score,star_score,premium_picks,premium_bust_count,premium_bust_rate,premium_draft_capital,premium_raw_score,premium_bust_adjusted_raw_score,premium_bust_adjusted_draft_capital,premium_pick_score,premium_pick_dei,late_round_picks,late_round_draft_capital,late_round_raw_score,late_round_score,late_round_dei,bust_penalty_points,missing_premium_pick_count,missing_premium_pick_cost,missing_pick_penalty_points,raw_score,team_score,draft_efficiency_index,bust_adjusted_raw_score,bust_adjusted_draft_capital,bust_adjusted_team_score,bust_adjusted_dei,rank
BAL,2016,2025,93,321.0,37,42,51,173,1.8602150537634408,11,0,5,3,0.07475887192944354,0.26584605371461384,0.19954432820518023,0.09618700638667513,0.04938905227741046,36,3,0.08333333333333333,208.0,136.73203499464998,133.61928538582117,232.0,0.5759451956285395,111.06922555676135,57,113.0,83.38579032212677,0.7379273479834227,90.63180370968193,-1.3566678805367187,4,24.0,-1.7560817282920849,220.11782531677673,0.6857253125133231,101.22534822475447,217.00507570794792,345.0,0.6290002194433273,105.51710375168847,11
PIT,2016,2025,74,245.0,28,35,38,123,1.662162162162162,4,0,7,0,0.07662716235443695,0.27741568046342685,0.20106906518427256,0.10978859428274808,0.027028495546389877,32,3,0.09375,182.0,128.01332228888134,123.82554169028475,202.0,0.6129977311400235,118.21469088125933,42,63.0,41.50928217978087,0.6588774949171566,80.92294715902055,-1.5850712541957748,3,20.0,-2.6027093444008162,169.52260446866222,0.6919289978312744,102.14112338300959,165.33482387006563,265.0,0.6239049957360967,104.66236120640013,12
NO,2016,2025,62,231.5,28,30,33,147,2.370967741935484,5,0,7,0,0.08421995123743857,0.268908391467019,0.21824466255566927,0.12535557616939724,0.03533443134905681,30,2,0.06666666666666667,182.0,131.99570642169508,127.12863586934026,218.0,0.5831588801345884,112.46036200095597,32,49.5,37.476881036546416,0.7571087078090185,92.98764706383992,-2.0207259421636903,7,36.0,-2.8463446101911245,169.4725874582415,0.732063012778581,108.06562341904942,164.60551690588667,267.5,0.6153477267509783,103.22684781320457,13
PHI,2016,2025,76,246.5,34,34,39,122,1.605263157894737,2,0,6,2,0.09128961505336343,0.27825987914474115,0.204732601555347,0.09963189742174515,0.03270231685457459,27,1,0.037037037037037035,166.0,114.00885302233637,110.6115056143592,198.0,0.5586439677492889,107.73273799455103,49,80.5,60.17206740000226,0.7474790981366741,91.80494405654551,-0.5773502691896258,6,32.0,-2.8199971387875356,174.18092042233863,0.7066163100297713,104.30923394367909,170.78357301436148,278.5,0.6132264740192512,102.87099985376302,14
SF,2016,2025,88,272.5,36,39,47,129,1.4659090909090908,10,0,4,1,0.0898495122224011,0.2988685595274412,0.2125683696025042,0.08865807356989747,0.04730280326266724,33,5,0.15151515151515152,188.0,103.93125970060645,96.45739675110316,232.0,0.4157646411685481,80.17890774847041,55,84.5,96.96863450478185,1.1475578047903177,140.94237595813564,-2.402528337698811,7,44.0,-5.0713346118044695,200.8998942053883,0.7372473181849112,108.83091982926332,193.42603125588502,316.5,0.6111406990707268,102.52110342313712,15
IND,2016,2025,90,286.5,35,41,44,147,1.6333333333333333,7,0,3,0,0.07677658343056927,0.2693455645219415,0.21103987692425893,0.1051374525345169,0.03038066657494215,33,2,0.06060606060606061,192.0,122.81960463826779,117.11567167227885,224.0,0.5228378199655306,100.82763463628297,57,94.5,75.63325661378674,0.8003519218390132,98.29875322686868,-1.444911182523068,5,32.0,-4.259021783465887,198.45286125205453,0.6926801439862287,102.25200602029221,192.74892828606556,318.5,0.6051771688730473,101.5206992656445,16
ATL,2016,2025,67,252.5,26,38,40,122,1.8208955223880596,2,0,5,0,0.06660646785837353,0.2937762215320434,0.19167900159606374,0.08979553594547349,0.024363019445605864,30,2,0.06666666666666667,184.0,111.80914349145854,108.70175666742482,206.0,0.5276784304243923,101.76113118937252,37,68.5,56.411468718875355,0.8235250907865015,101.14486823415153,-1.2071067811865475,4,22.0,-1.9002800428471742,168.2206122103339,0.66622024637756,98.34605082139207,165.11322538630017,274.5,0.6015053748134797,100.90474228699493,17
WAS,2016,2025,82,268.0,21,42,45,127,1.548780487804878,0,0,2,0,0.05387126806893302,0.3050116267188364,0.19700706348642763,0.08546748769942396,0.00416177265541198,32,3,0.09375,192.0,107.33480319877499,102.81958973666273,208.0,0.49432495065703236,95.32901716966802,50,76.0,65.66434739380585,0.8640045709711297,106.11653422862774,-3.2290006986391786,3,16.0,-1.2862127634730902,172.99915059258086,0.645519218629033,95.29020804555137,168.48393713046858,284.0,0.593253299755171,99.52042629921216,18
DEN,2016,2025,80,259.5,28,35,39,128,1.6,6,0,4,0,0.07074782679295263,0.26002573126973033,0.20048836502516795,0.09459656783243245,0.03894600277783488,35,4,0.11428571428571428,192.0,120.96723276769121,115.37580995261564,214.0,0.5391392988439984,103.97132373761384,45,67.5,51.54953334697049,0.7636967903254888,93.7967914912522,-1.6522652263201556,3,22.0,-3.939157588755425,172.5167661146617,0.6648044936981182,98.13706034756609,166.92534329958613,281.5,0.5929852337463095,99.47545723879692,19
CAR,2016,2025,71,252.5,24,32,33,111,1.5633802816901408,3,0,7,2,0.06704070190612105,0.24931796071937326,0.18272978561055045,0.09327895476613476,0.026699333163553253,31,4,0.12903225806451613,186.0,112.38081262335992,108.72203480123501,196.0,0.5547042591899746,106.9729775487245,40,66.5,43.933538258487616,0.6606547106539491,81.14122375257263,-2.954653676892976,2,10.0,-0.7041241452319316,156.31435088184753,0.6190667361657328,91.38534745502919,152.65557305972263,262.5,0.5815450402275147,97.55632263574321,20
JAX,2016,2025,87,293.0,31,35,38,137,1.5747126436781609,4,0,4,1,0.07085996434185245,0.22114868995269824,0.18537934625939886,0.09937830836319357,0.021418667318743177,35,1,0.02857142857142857,210.0,132.40969687957394,130.40969687957394,222.0,0.5874310670251078,113.28423985073282,52,83.0,42.858501157540736,0.516367483825792,63.41995125137016,-0.5,2,12.0,-1.5,175.26819803711467,0.5981849762358863,88.30282536947709,173.26819803711467,305.0,0.5680924525807038,95.2996015050042,21
SEA,2016,2025,90,292.5,33,40,43,132,1.4666666666666666,3,0,4,0,0.07746136939963484,0.26283228548571347,0.19296269821387715,0.09241523949721714,0.022810791073912956,35,3,0.08571428571428572,202.0,114.21887531745232,108.14581832355806,238.0,0.4543941946367986,87.62849604243948,55,90.5,75.46222190612669,0.8338367061450462,102.41133477948192,-2.158474103269776,6,36.0,-3.9145828906244873,189.681097223579,0.6484823836703556,95.72762432242166,183.60804022968472,328.5,0.5589285851740783,93.76232899217841,22
CHI,2016,2025,74,243.5,26,36,39,130,1.7567567567567568,5,0,0,0,0.07522025503900705,0.290410928292069,0.211966740726519,0.11334943001977653,0.021281234149238045,27,2,0.07407407407407407,168.0,102.18660303868373,94.76461240793691,224.0,0.4230563053925755,81.58508233683351,47,75.5,71.24105819449571,0.9435901747615325,115.89119136873734,-1.2071067811865475,10,56.0,-6.214883849560259,173.42766123317944,0.7122285882266096,105.13770680947857,166.00567060243262,299.5,0.5542760287226465,92.98184550962766,23
HOU,2016,2025,74,250.5,31,36,40,108,1.4594594594594594,3,0,5,0,0.08697866220092591,0.30109965257537047,0.19547212398732286,0.09253722734381789,0.028466140845526632,33,2,0.06060606060606061,184.0,124.18986560698443,112.49500102168467,236.0,0.47667373314273165,91.92503520345372,41,66.5,52.300863034732984,0.7864791433794434,96.59490671990352,-2.1457314259755957,7,52.0,-9.549133159324159,176.49072864171742,0.7045538069529638,104.00477151775631,164.79586405641766,302.5,0.544779715888984,91.38880405184429,24
MIA,2016,2025,70,235.0,21,32,33,121,1.7285714285714286,5,0,3,0,0.06396133926909171,0.2612634377626904,0.20167489267442407,0.10063280666988474,0.0281825822248385,30,3,0.1,184.0,113.61448573188441,106.39131362172213,220.0,0.48359688009873697,93.26014239187292,40,51.0,40.478553039333995,0.7936971184183136,97.48141417716468,-2.2596034389909025,6,36.0,-4.9635686711713785,154.0930387712184,0.6557150586009294,96.79529679284627,146.86986666105614,271.0,0.5419552275315724,90.91498572580586,25
LA,2016,2025,89,218.5,29,38,41,130,1.4606741573033708,3,0,7,2,0.08689561337171114,0.33640798327264215,0.24712174368594333,0.1102542992937152,0.037268769984339596,25,2,0.08,124.0,82.15908936331597,67.7228491957792,210.0,0.3224897580751391,62.19113893345952,64,94.5,96.5626381361088,1.021826858583162,125.50017495010972,-1.1153550716504106,12,86.0,-13.320885095886373,178.7217274994248,0.8179484096083515,120.74384754592359,164.285487331888,304.5,0.5395254099569392,90.5073748773595,26
ARI,2016,2025,79,260.0,30,32,33,93,1.1772151898734178,4,0,1,0,0.0809826467246598,0.26953342036702477,0.16359161219580157,0.06945583008942499,0.019276376507834266,33,4,0.12121212121212122,190.0,110.3283981697462,105.41206958578906,214.0,0.492579764419575,94.99246347442421,46,70.0,46.409972160287616,0.6629996022898231,81.4292219668193,-2.4682457297264535,4,24.0,-2.44808285423068,156.7383703300338,0.6028398858847454,88.98997347610525,151.82204174607668,284.0,0.5345846540354813,89.67854487212097,27
NE,2016,2025,91,278.5,24,35,39,108,1.1868131868131868,6,0,4,1,0.06541829609133003,0.2736685635547755,0.17718612659011068,0.06846169820362684,0.035832606506361664,35,5,0.14285714285714285,192.0,95.99678215684372,90.0479353758702,226.0,0.3984421919286292,76.83832771337798,56,86.5,76.83120837167431,0.888222062100281,109.09091227323641,-2.265308582901451,5,34.0,-3.683538198072073,172.82799052851803,0.6205672909462048,91.60685623910321,166.87914374754448,312.5,0.5340132599921423,89.58269141660477,28
CLE,2016,2025,84,290.0,24,44,47,141,1.6785714285714286,5,0,6,0,0.05593316181350001,0.2938838815178427,0.1839820747572352,0.0845037786698445,0.026576230279953615,36,2,0.05555555555555555,200.0,124.29573556258931,115.576800346557,244.0,0.47367541125638113,91.3468182265356,48,90.0,62.71921127853974,0.6968801253171082,85.5904079168747,-1.1543203766865053,6,44.0,-7.564614839345827,187.01494684112905,0.644879127038376,95.19571905268846,178.29601162509672,334.0,0.5338203940871159,89.55033745060959,29
LV,2016,2025,82,288.0,24,40,40,106,1.2926829268292683,2,0,4,0,0.06156518480201475,0.27240427553885693,0.16286136811020052,0.06782107036891162,0.017695187370838725,36,3,0.08333333333333333,208.0,114.98593046701902,110.56976804706372,232.0,0.4765938277890677,91.9096257064796,46,80.0,52.73003035593787,0.6591253794492233,80.95339219173864,-1.8189318929868223,4,24.0,-2.5972305269684766,167.7159608229569,0.5823470861908225,85.96486889375518,163.2997984030016,312.0,0.5233967897532102,87.801739427956,30
NYJ,2016,2025,75,271.0,21,34,38,107,1.4266666666666667,4,0,3,0,0.054898726398986554,0.25296011333327517,0.17351535412881905,0.07489069958018402,0.023938918116682494,30,4,0.13333333333333333,186.0,100.65491857898698,96.49503799928195,212.0,0.45516527358151865,87.77719619982113,45,85.0,56.58031435321673,0.6656507570966674,81.75483524394544,-2.208974002571203,5,26.0,-1.9509065771338403,157.2352329322037,0.5802038115579472,85.6484831382711,153.07535235249867,297.0,0.5154052267760898,86.46112530139614,31
MIN,2016,2025,93,268.5,19,34,41,113,1.2150537634408602,4,0,3,1,0.04626760924761027,0.24618725625038473,0.17574420146334552,0.07700485473433334,0.026776716807625937,28,5,0.17857142857142858,170.0,87.1646834227027,78.10014161692833,214.0,0.3649539327893847,70.38022191429958,65,98.5,66.4121180154333,0.6742347006642974,82.80911015407371,-4.644427190999916,8,44.0,-4.4201146147744605,153.576801438136,0.5719806385032997,84.4345953893732,144.5122596323616,312.5,0.46243923082355715,77.57588437861702,32
